,Date,Category,Paper ID,Title,Journal,Summary,
No,20191111,mitochondria,31665742,Human mitochondrial DNA is extensively methylated in a non-CpG context.,Nucleic Acids Res,"First DNA methylation profiles of mitochrondrial DNAm
Bisulfite sequencing used to measure mitochondrial DNAm
�mitochondrial�genomes are�extensively�methylated�predominantly at�non-CpG�sites�
�DNMT3B knockdown cells displayed a comparatively pronounced global reduction in mtDNA methylation with concomitant increases in gene expression�
",
No,20191111,methods,31596850,Bayesian multivariate reanalysis of large genetic studies identifies many new associations.,PLoS Genet,"Improve power of EWAS, particularly in cohort studies?
�in simulation experiments, multivariate analyses have been shown to be more powerful at detecting associations [than univariate analysis]�
13 large studies of related traits
anthropometric traits (GIANT), plasma lipid traits (GlobalLipids), and red blood cell traits (HaemgenRBC)
many new associations (433 in total across the 13 studies) 
many replicate
",
No,20191111,ewas,31659193,Grandmothers' smoking in pregnancy is associated with a reduced prevalence of early-onset myopia.,Sci Rep,,
No,20191111,epigenetics,31665072,"Smoking index, lifestyle factors, and genomic instability assessed by single-cell gel electrophoresis: a cross-sectional study in subjects from Yucatan, Mexico.",Clin Epigenetics,"Associations of genomic instability with lifestyle (it is an epigenetic trait)
�Genomic instability was evaluated through a single-cell gel electrophoresis using peripheral blood mononuclear cells in three different conditions of oxidative stress�
N=82
Associated with:
Age 
Smoking
Diet
Long sitting hours
Radiation
",
No,20191118,methods,31703168,An Integrated Multi-Omics Approach to Identify Genetic Underpinnings of Heart Failure and its Echocardiographic Precursors: The Framingham Heart Study.,Circ Genom Precis Med,"Obtain biological insight and improve robustness by identifying genes implicated in multiple omics?

Heart failure has heterogeneous causes, making GWAS likely to miss relevant loci?
8372 Framingham Heart Study participants?
Omics: DNA methylation, gene expression, genotypes for a subset?
Phenotypes: 8 echocardiographic and 4 heart failure phenotypes?
Integrative method:?
Perform a GWAS, EWAS and TWAS?
Produce gene orderings from each (by statistical significance)?
Merge orderings into a single ordering (robust rank aggregation)?
Results: several new genes identified that had been previously implicated, for example, in animal models.?",
No,20191118,methods,31699133,CRUP: a comprehensive framework to predict condition-specific regulatory units.,Genome Biol,"Identify enhancers and target genes most relevant to a condition?

Input: H3K4me1, H3K4me3, H3K27ac and gene expression profiles across conditions.?

Step 1. CRUP-EP: enhancer prediction?

Step 2. CRUP-ED: enhancer dynamics ?
  (i.e. identify condition-specific enhancers)?

Step 3. CRUP-ET: enhancer targets?

  (i.e. link dynamic enhancers to target genes)?

  Targets limited to same topological association domain (as determined by Hi-C)?
  Target = gene expression is associated with enhancer activity across conditions?

* condition = phenotype, exposure, state, etc.?",
No,20191125,dnam age,31746071,Accelerated hippocampal biological aging in bipolar disorder.,Bipolar Disord,"Biological aging in hippocampus?

N=32 BD vs 32 controls?

Postmortem hippocampus?

Horvath DNAm age acceleration, telomere length, mitochondrial copy number?

Results?

All aging estimates correlated (|R|~0.3)?

Mitochondrial copy number higher in BD (p = 0.047)?",
No,20191125,ewas,31745236,Genotype-dependent epigenetic regulation of DLGAP2 in alcohol use and dependence.,Mol Psychiatry,"Evidence that DNA methylation mediates genotype effect on alcohol dependence?

Dorsolateral prefrontal cortex and nucleus accumbens ?

N=39 alcohol dependent, 47 controls?

Two DMRs (bumphunter): ZFP57 and DLGAP2?

DLGAP2 interacts with DLG4, important for synapse function?

33 mQTLs identified, 22 associated with alcohol dependence?

R > 0.7 correlation between blood and PFC for on DLGAP2 CpG?

CpG site associated in blood with 'reward processing' (IMAGEN n=631)?

DMR methylation reduced DLGAP2 expression in vitro?

DLGAP2-defficient mice had reduced alcohol consumption?

?

?",
No,20191125,mechanism,31745090,Transposable element expression in tumors is associated with immune infiltration and increased antigenicity.,Nat Commun,"Analysis of TCGA to discovers therapeutic approach to cancer?

Quantify transposable element (TE) expression in RNA-seq data?

400 of 1052 TE subfamilies more expressed in cancer vs normal?

262 linked to nearby loss of DNA methylation?

Subfamilies most consistently overexpressed were associated with 'antiviral or DNA damage responses'?

Suggests a therapy: reactivation certain TEs + immunotherapy?",
Yes,20191125,ewas,31744183,DNA Methylation Signatures of Breastfeeding in Buccal Cells Collected in Mid-Childhood.,Nutrients,"Large EWAS of breastfeeding?

Buccal cells from N=1006 twins age ~9.5 (Netherlands Twin Register)?

No associations?

In sub-group <= 10 years: 4 CpG sites?

Not replicated in NTR (n=98) or ALSPAC (n=938, age ~ 7, blood)?

Three previously identified CpG sites replicated here?",
Yes,20191125,ewas,31739726,Race-specific alterations in DNA methylation among middle-aged African Americans and Whites with Metabolic Syndrome.,Epigenetics,"Example of a poorly written EWAS paper?

AAs (n=225, 11% MS) and White (n=233, 20% MS) middle aged adults?

Report findings without adjustment for multiple tests?

Manhattan plots show Bonferroni and FDR thresholds but labelling poor?

On the upside, supplementary tables provide summary statistics for all nominally significant CpG sites (p < 0.01) for multiple EWAS models?",
No,20191125,dnam age,31738745,A meta-analysis of genome-wide association studies of epigenetic age acceleration.,PLoS Genet,"GWAS of DNAm age acceleration?

N=13493?

10 SNPS associated with Horvath-EAA (5 novel)?

1 SNP associated with Hannum-EAA?

Nominal inverse associations with father's age at death?

Hannum-EAA nominally associated with smoking behavior and education?",
No,20191125,methods,31727104,Evaluation of commonly used analysis strategies for epigenome- and transcriptome-wide association studies through replication of large-scale population studies.,Genome Biol,"Evaluation of EWAS and TWAS methods?

N=2900 (4 cohorts) ?

Blood DNAm and RNA-seq?

Age, BMI and smoking?

Leave-one-out cohort replication approach?

DNAm and RNA-seq: normalization or statistical test has little effect on results?

DNAm and RNA-seq: adjusting for cell counts or hidden confounders improves replication?

?",
No,20191125,biomarker,31682707,Association of Adverse Experiences and Exposure to Violence in Childhood and Adolescence With Inflammatory Burden in Young People.,JAMA Pediatr,"There's a new and independent measure of inflammation linked to adversity?

N=1391 from the Environmental Risk Longitudinal Twin Study?

Age 18?

CRP, IL6 and suPAR (soluable urokinase plasminogen activator receptor, a new biomarker of chronic inflammation)?

+0.03 ng/mL suPAR per adverse experience?

+0.09 ng/mL suPAR per severe experience of stress or violence?

+0.26 ng/mL suPAR in those with multiple experience compared to none?

Adjusting for CRP and IL6 increased the strength of these effects?",
Yes,20191125,ewas,29198723,DNA Methylation Analysis Identifies Loci for Blood Pressure Regulation.,Am J Hum Genet,,
Yes,20191216,ewas,31789449,Alcohol consumption is associated with widespread changes in blood DNA methylation: Analysis of cross-sectional and longitudinal data.,Addict Biol,"Thousands of CpG sites associated with alcohol intake.?

N=5606 Melbourne Collaborative Cohort Study (MCCS)?

1414 sites associated with alcohol intake (1243 novel)?

1078 'replicated' in LOLIPOP (n=4042) and KORA (n=1662) (at P < 0.05)?

530 of 1414 sites different between current and former?

513 of 1414 sites associated longitudinally with change in alcohol intake (N=1088 have repeated DNAm 11 years apart)?

Interactions: associations stronger in men, non-smokers, lower intake?

Question: could these associations produce a better alcohol biomarker??",
No,20191216,dnam score,31775873,Validation and characterisation of a DNA methylation alcohol biomarker across the life course.,Clin Epigenetics,"Published alcohol intake biomarker not as good as advertised?

N=1049 ALSPAC mothers?

Explains 7.6% of alcohol intake (half that was reported)?

Explains 9.8% of AUDIT score variation?

Explains 14.3% in HN5000 a clinical cohort with higher intake?

Explains even less in ALSPAC adolescents?

No pre-intake or parent-to-offspring prediction ?",
No,20191216,dnam age,31767039,DNA methylation aging clocks: challenges and recommendations.,Genome Biol,"Critical review of DNAm aging clocks with recommendations for future research?

Differentiate between 'biological' and 'chronological' aging � biological aging is too complex and tissue-specific for a single DNAm clock?

Functional characterization of tissue-specific and disease-specific clocks � mechanisms driving DNAm clocks unknown?

Integration of epigenetics into large and diverse longitudinal population studies � aging is not linear?

Genome-wide analyses of aging and exploration of additional epigenomic marks � need to integrate other biomarkers?

Single-cell analysis of aging changes and disease?

Generation of robust non-human data of aging?

Inclusion of epigenetics within current genetic ethical and legal frameworks?",
